"Year","Country","Region","Indicator","Geo","EnterpriseSize","Activity","Unit","Value","Flags","Note"
"2023A00","Austria","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",10.7879,NA,NA
"2023A00","Spain","La Rioja","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","ES23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",10.8429,NA,NA
"2023A00","Austria","OberÃ¶sterreich","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","AT31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",10.849,NA,NA
"2023A00","Spain","Noreste (ES)","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","ES2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",10.8663,NA,NA
"2023A00","Romania","Vest","Buy cloud computing services used over the internet","RO42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.1205,NA,NA
"2023A00","Latvia","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.145,NA,NA
"2023A00","Finland","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.2007,NA,NA
"2023A00","Bulgaria","Severna i yugoiztochna Bulgaria","Buy cloud computing services used over the internet","BG3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.2361,NA,NA
"2023A00","Slovenia","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.3702,NA,NA
"2023A00","Slovenia","Slovenija","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","SI0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.3702,NA,NA
"2023A00","Spain","Comunidad de Madrid","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","ES3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.4255,NA,NA
"2023A00","Spain","Comunidad de Madrid","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","ES30","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.4255,NA,NA
"2023A00","Croatia","Grad Zagreb","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","HR05","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.547,NA,NA
"2023A00","Germany","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.5525,NA,NA
"2023A00","Belgium","RÃ©gion wallonne","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","BE3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.677,NA,NA
"2023A00","Austria","OstÃ¶sterreich","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","AT1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",11.9617,NA,NA
"2023A00","Austria","Vorarlberg","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","AT34","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.2405,NA,NA
"2023A00","Austria","Salzburg","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","AT32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.2611,NA,NA
"2023A00","Romania","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.3278,NA,NA
"2023A00","Slovakia","VÃ½chodnÃ© Slovensko","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","SK04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.5562,NA,NA
"2023A00","Spain","Principado de Asturias","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","ES12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.7341,NA,NA
"2023A00","Romania","Sud-Est","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","RO22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.768,NA,NA
"2023A00","Romania","Macroregiunea patru","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","RO4","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.8735,NA,NA
"2023A00","Bulgaria","Yuzhen tsentralen","Buy cloud computing services used over the internet","BG42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.8742,NA,NA
"2023A00","Lithuania","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.9191,NA,NA
"2023A00","Spain","PaÃ­s Vasco","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","ES21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",12.9294,NA,NA
"2023A00","Hungary","Ã‰szak-MagyarorszÃ¡g","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","HU31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.0642,NA,NA
"2023A00","Hungary","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.1024,NA,NA
"2023A00","Slovenia","Zahodna Slovenija","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","SI04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.1344,NA,NA
"2023A00","Malta","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.1697,NA,NA
"2023A00","Croatia","Panonska Hrvatska","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","HR02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.2509,NA,NA
"2023A00","Slovakia","ZÃ¡padnÃ© Slovensko","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","SK02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.2541,NA,NA
"2023A00","Bulgaria","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.3064,NA,NA
"2023A00","Netherlands","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.3675,NA,NA
"2023A00","France","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.4265,NA,NA
"2023A00","Italy","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.4846,NA,NA
"2023A00","Romania","Sud - Muntenia","Enterprises who have ERP software package to share information between different functional areas","RO31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.5014,NA,NA
"2023A00","Bulgaria","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.6234,NA,NA
"2023A00","Belgium","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.8109,NA,NA
"2023A00","Czechia","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.8456,NA,NA
"2023A00","Netherlands","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.9528,NA,NA
"2023A00","Bulgaria","Severoiztochen","Buy cloud computing services used over the internet","BG33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",13.9936,NA,NA
"2023A00","Austria","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.0082,NA,NA
"2023A00","Romania","Nord-Est","Buy cloud computing services used over the internet","RO21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.0408,NA,NA
"2023A00","Belgium","Vlaams Gewest","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","BE2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.0995,NA,NA
"2023A00","Spain","Castilla-la Mancha","Buy cloud computing services used over the internet","ES42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.1219,NA,NA
"2023A00","Bulgaria","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.2244,NA,NA
"2023A00","Hungary","DÃ©l-DunÃ¡ntÃºl","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","HU23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.3379,NA,NA
"2023A00","Luxembourg","Not applicable","Enterprises use at least one of the AI technologies: AI_TTM, AI_TSR, AI_TNLG, AI_TIR, AI_TML, AI_TPA, AI_TAR","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.4466,NA,NA
"2023A00","Denmark","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.5364,NA,NA
"2023A00","Romania","Macroregiunea doi","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","RO2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.7453,NA,NA
"2023A00","Poland","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.8284,NA,NA
"2023A00","Romania","Macroregiunea doi","Enterprises who have ERP software package to share information between different functional areas","RO2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.8555,NA,NA
"2023A00","Slovakia","StrednÃ© Slovensko","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","SK03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.8998,NA,NA
"2023A00","Belgium","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.9171,NA,NA
"2023A00","Greece","Not applicable","Enterprises where web sales are more than 1% of total turnover and B2C web sales more than 10% of the web sales","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",14.9364,NA,NA
